,headlines,text,source,link
17291,N Korea asks UN to address seizure of its ship by 'gangster' US,"North Korea has asked UN Secretary-General António Guterres to deal with the seizure of one of its cargo ships by the US. ""This act of dispossession indicate(s) the US is a gangster country that doesn't care about international laws,"" North Korea's ambassador to UN said. The US seized the ship, accusing it of illicit coal shipments in violation of sanctions.",Reuters,https://www.reuters.com/article/us-northkorea-un-seizure-idUSKCN1SO04I?utm_campaign=fullarticle&utm_medium=referral&utm_content=5cdf94ffa78c46000108d38a&utm_source=inshorts
17292,Top EC officer opts out of meetings over clean chits to PM: Report,"Election Commissioner Ashok Lavasa has reportedly recused himself from the meetings related to Model Code of Conduct due to his dissent on the clean chits given to PM Narendra Modi and BJP President Amit Shah. According to reports, Lavasa said he'll attend the meetings only after dissent notes are included in the commission's orders, stating ""minority decisions are going unreported"".",The Financial Express,https://www.financialexpress.com/elections/election-commissioner-ashok-lavasa-refuses-to-attend-meeting-over-clean-chits-to-pm-modi-amit-shah-congress-slams-govt/1581901/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17293,Difference of opinion not new: CEC amid row over clean chits to PM,"Stating that difference of opinion in the poll panel isn't new, Chief Election Commissioner Sunil Arora said election commissioners aren't ""expected to be clones of each other"". This comes amid reports Election Commissioner Ashok Lavasa recused himself from meetings related to Code of Conduct due to his dissent on clean chits given to PM Narendra Modi and BJP's Amit Shah.",Hindustan Times,https://www.hindustantimes.com/lok-sabha-elections/members-not-clones-cec-slams-row-over-lavasa-dissent-questions-timing/story-cPiViIWUCQefOpv6r0CN6J.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17294,"Kim Kardashian shares 1st pic of her 4th baby, names him Psalm West","Reality television personality Kim Kardashian took to Twitter to share a picture of a text conversation with her husband Kanye West which included a picture of their newborn son, whom they have named Psalm West. ""Beautiful Mother's Day with the arrival of our fourth child. We're blessed beyond measure,"" Kanye's message read. They welcomed their son last week via surrogacy.",Times Now,https://www.timesnownews.com/entertainment/news/international-news/article/kim-kardashian-and-kanye-west-share-the-first-glimpse-of-their-son-reveal-his-name/420993?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17295,I wish GoT had more seasons: George RR Martin on final season,"While speaking about the final season of the television adaptation of his 'Game of Thrones' book series, author George RR Martin said, ""I'm a little sad...I wish we had a few more seasons."" ""The series [hasn't been] completely faithful. Otherwise, it would've...run another five seasons,"" he added. The finale episode of the series will release on Monday.",Hindustan Times,https://www.hindustantimes.com/tv/game-of-thrones-writer-george-rr-martin-is-also-frustrated-with-final-season-i-m-sad-wish-we-had-more-seasons/story-S6vvZkZIeTHuQXq7lLrrOJ.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17296,"CBFC cuts Gita, Quran references in Arjun's 'India's Most Wanted'","The Censor Board asked the makers of the upcoming Arjun Kapoor starrer 'India's Most Wanted' to omit scenes in which Quran and Bhagwat Gita are mentioned. ""[W]e respect all religions...That is why when the request came, we decided to remove it,"" the film's director Raj Kumar Gupta said. After the scenes were removed, the film was granted a U/A certificate.",Times Now,https://www.timesnownews.com/entertainment/news/bollywood-news/article/censor-board-demands-omission-of-the-words-gita-and-quran-from-arjun-kapoors-indias-most-wanted/420657?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17301,EC issues notice to Sunny Deol for violating poll code,"The Election Commission has issued a notice to BJP candidate Sunny Deol for violating the Model Code of Conduct. Deol reportedly held a public meeting in Punjab's Pathankot on Friday night during the silent period, when election campaigning is banned. The Commission also found that loudspeaker was used in the public meeting which was attended by around 200 people.",The New Indian Express,http://www.newindianexpress.com/nation/2019/may/18/election-commission-issues-notice-to-sunny-deol-for-violating-poll-code-1978583.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17302,"Malik smashes stumps with bat, gets out hit wicket after 16 years","All-rounder Shoaib Malik smashed the stumps with his bat while facing England pacer Mark Wood in Pakistan's 47th over in the fourth ODI on Friday, getting out hit-wicket for 41(26). This was the second time in his ODI career that the 37-year-old got out hit wicket, with the previous instance coming against Sri Lanka's Muttiah Muralitharan on May 18, 2003.",YouTube,https://www.youtube.com/watch?utm_campaign=fullarticle&v=Imz1VpONgI4&utm_medium=referral&utm_source=inshorts
17303,Family lives in toilet after Cyclone Fani destroys home in Odisha,"A family in Odisha's Kendrapara have been staying in a toilet constructed under Swachh Bharat Mission after their house was destroyed in Cyclone Fani on May 3. The family, which includes a 59-year-old man, his wife and two teenaged daughters, said villagers didn't allow them to take shelter in their pucca houses. The man said Fani also damaged his crop.",The New Indian Express,http://www.newindianexpress.com/states/odisha/2019/may/17/toilet-is-their-home-after-fani-1978035.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17305,Man reunites with family after 37 years with the help of FB post,"A Facebook post by a man named Rayeez helped an elderly person reunite with his family in Kozhikode after 37 years. Vayalpidiyil Mohammad, who was living near the Karnataka-Maharashtra border, was last seen in Kozhikode's Madavoor in 1982. After seeing Rayeez's post, one of his Facebook friends sought help from a local leader to trace Mohammad's family.",The New Indian Express,http://www.newindianexpress.com/states/kerala/2019/may/17/man-family-reunite-after-4-decades-thanks-to-facebook-1977882.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17306,"29-year-old wanted in 11 murder cases, 1 rape case held in Lucknow","Delhi Police have arrested a 29-year-old, who was wanted in 11 cases of murder, one rape case, an attempt to murder case and several cases of carjacking. Vijay Farmana was held in Lucknow. Out of the 11 murders in which Farmana was allegedly involved, three were triple murders committed in Haryana, while the rape was reported from Delhi's Begampur.",ANI,https://www.aninews.in/news/national/general-news/delhi-police-nabs-noted-gangster-vijay-farmana-in-lucknow20190517164934/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17307,3-legged dog finds baby buried alive by 15-year-old mother,"A disabled dog named Ping Pong found a baby boy who had been buried alive by his 15-year-old mother in Thailand. The canine's sniffing and digging attracted the attention of farmers to the spot in Ban Nong Kham village where the baby was buried. According to Ping Pong's owner, the dog's digging exposed the child's legs.",The Guardian,https://www.theguardian.com/world/2019/may/18/thailand-three-legged-dog-rescues-baby-buried-alive-by-teenage-mother?utm_term=Autofeed&utm_campaign=fullarticle&CMP=twt_gu&utm_medium=referral&utm_source=inshorts#Echobox=1558156332
17308,Diana Penty makes her debut at the 2019 Cannes Film Festival,Actress Diana Penty made her debut appearance at the 72nd Cannes Film Festival on Friday. The actress was seen at a party organised by luxury jewellery brand Chopard in a gold fringed dress and matching thigh-high boots by fashion designer Celia Kritharioti. Priyanka Chopra and her husband Nick Jonas as well as Kangana Ranaut were also seen at the event.,Pinkvilla,https://www.pinkvilla.com/entertainment/news/cannes-2019-diana-penty-shines-bright-million-bucks-she-makes-her-debut-festival-451342?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17309,Whatever happened in my life has brought me where I am: Salman,"When asked whether he would want to erase or repeat any phase of his life, actor Salman Khan said, ""It is a difficult question for me."" ""Whatever has happened in my life has brought me here,"" the actor added. Salman further said that the various ""chapters"" of his life have shaped him as a person.",Hindustan Times,https://www.hindustantimes.com/bollywood/whatever-has-happened-in-my-life-has-made-me-what-i-am-says-salman-khan/story-amrvXsP9FhKlqAsRiB0PoJ.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17310,"Open to alliance with anti-BJP parties, including TRS: Naidu","Telugu Desam Party chief Chandrababu Naidu on Friday said that his party is ready for an anti-BJP grand alliance with any party, including Telangana Rashtra Samithi. He added that he would be meeting various Opposition leaders to discuss a possible alliance post elections. Naidu met AAP convener Arvind Kejriwal and Delhi Deputy CM Manish Sisodia on Friday for the same.",The Quint,https://www.thequint.com/elections/open-to-any-party-including-trs-joining-anti-bjp-front-naidu?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17311,PM's defeat from Varanasi to be more historic than win: Mayawati,"BSP chief Mayawati on Saturday said that PM Narendra Modi's defeat from Varanasi Lok Sabha seat will be more historic than his win. ""Will Varanasi repeat what Raebareli did in 1977?"" she asked, referring to then PM Indira Gandhi's defeat from Raebareli constituency. Earlier, Mayawati had claimed that PM Modi is bribing and threatening Varanasi voters to ensure his victory.",Free Press Journal,https://www.freepressjournal.in/latest-news/pm-narendra-modis-defeat-from-varanasi-would-be-more-historic-than-his-win-mayawati/1528948?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17312,Don't know what Kejriwal's saying: Sheila on 'Muslim votes' remark,"After Delhi CM Arvind Kejriwal claimed ""the complete Muslim vote got shifted to Congress"" at the last minute during the Lok Sabha polls in the capital, Delhi Congress chief Sheila Dikshit responded, ""Don't know what is he trying to say."" Sheila added that everyone has a right to vote for whichever party he or she supports.",Twitter,https://twitter.com/ANI/status/1129623301154697218?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17313,PM Modi should state clearly his stand on Godse: Priyanka,"After PM Narendra Modi said he won't forgive BJP leader Sadhvi Pragya for insulting Mahatma Gandhi, Congress General Secretary Priyanka Gandhi on Friday said that PM Modi should clear his stand on Nathuram Godse. ""It's not enough to say that in your heart, you won't forgive them,"" she added. Priyanka further said that PM Modi should've taken action against Pragya.",India.com,https://www.india.com/lok-sabha-elections-2019-india/pm-modi-should-have-taken-action-instead-saying-will-never-forgive-priyanka-gandhi-vadra-on-sadhvis-deshbhakt-godse-remark-3661511/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17314,"Pragya is 100% RSS, a kind of terrorist only: Siddaramaiah","After BJP's Bhopal candidate Sadhvi Pragya called Mahatma Gandhi's assassin Nathuram Godse a ""patriot"", Congress leader and former Karnataka CM Siddaramaiah on Saturday said, ""Pragya is 100% RSS, a kind of terrorist only."" ""If people who murder such Mahatmas are called patriots then all terrorists can be called the same,"" he added. Pragya had later apologised for her statements.",ANI,https://www.aninews.in/news/national/politics/pragya-thakur-is-a-terrorist-siddaramaiah-on-godse-is-patriot-row20190518091640/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17315,"5 dead, 30 injured in accident on Lucknow-Agra Expressway",At least five people were killed and more than 30 people were injured in a bus accident on the Lucknow-Agra Expressway near Uttar Pradesh's Unnao district on Saturday. The incident occurred when the bus overturned after ramming into a truck trolley. The injured have been referred to a trauma centre in Lucknow for further treatment.,India.com,https://www.india.com/news/india/5-killed-over-30-injured-after-bus-rams-into-tractor-trolley-on-lucknow-agra-expressway-in-unnao-3661574/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17316,"Daughters of labourer, carpenter top Haryana Class 10 Board exams","Daughters of a labourer and a carpenter have topped Haryana Class 10 Board exams with 497 marks out of 500. The labourer's daughter Isha Devi's teacher said she is a disciplined girl and always focused on study. ""I owe it to my teachers and family members as they extended all support to me,"" the carpenter's daughter Sanju Rani said.",Hindustan Times,https://www.hindustantimes.com/education/hbse-10th-result-2019-daughters-of-labourer-carpenter-and-driver-among-toppers/story-LS76lt58JtyFMPCd6XY3lK.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17317,"Pregnant woman, 3 kids killed over land dispute in Bihar","A 30-year-old pregnant woman and her three children were killed allegedly over a property dispute in Bihar's Araria district, police said on Friday. According to reports, some people entered the house when the woman's husband was out and killed the whole family by slitting their throats. A complaint has been registered against four people, police added.",The New Indian Express,http://www.newindianexpress.com/nation/2019/may/17/pregnant-woman-three-kids-killed-over-alleged-property-row-in-bihar-village-1978147.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17318,Ex-CIA officer who sold defence info to China jailed for 20 years,"An ex-CIA officer has been sentenced to 20 years in prison for spying for China. Kevin Mallory was convicted under the Espionage Act for selling classified US defence information to a Chinese intelligence agent for $25,000 during trips to Shanghai in 2017. ""Your object is to gain information, my object is to be paid,"" Mallory wrote in a 2017 message.",The Guardian,https://www.theguardian.com/us-news/2019/may/18/ex-cia-officer-kevin-mallory-sentenced-to-20-years-for-spying-for-china?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17319,Levis celebrates 146 years of the original blue jean,"In 1873, Levi's invented the blue jean. Paying homage to the 501 as the ultimate canvas of self-expression, Levi's is celebrating 501 Day on May 18. The event at Famous Studio in Mumbai will have special customization offerings, featuring art installations on equality and sustainability with a hip hop line up headlined by Bas, Oddisee and DJ Qbert.",Levis,https://insider.in/levis-501day-may18-2019/event
17320,I understand marriage rumours as my peers are now married: Arjun,"Speaking about rumours of his wedding with actress Malaika Arora, Arjun Kapoor said, ""Where my marriage is concerned, speculation is understandable because that's the nature of the business."" ""There seems to be this buzz that I should also just (get married) because some of my peers have,"" Arjun further said. Malaika and Arjun have reportedly been dating since 2016.",Hindustan Times,https://www.hindustantimes.com/bollywood/arjun-kapoor-says-rumours-of-wedding-with-malaika-arora-are-understandable/story-spgdAC1MxPzF8wqKhDnwYM.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17321,SC issues notice to director Kazmi over alleged rape of actress,"The Supreme Court issued a notice to filmmaker Hyder Jamilhussain Kazmi, who recently got bail after spending six months in judicial custody for allegedly raping an actress. This comes after the actress approached the apex court seeking cancellation of bail. The actress claimed Kazmi first raped her in 2012, further, accusing his sister of filming the act to threaten her.",ANI,https://www.aninews.in/news/national/general-news/sc-issues-notice-to-film-director-kazmi-in-rape-case20190517180930/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17322,"PM Modi flew 1.5 lakh km, attended 142 rallies for campaigning: Shah","During PM Narendra Modi's first press conference since taking office, BJP President Amit Shah said PM Modi flew 1.5 lakh km and addressed 142 rallies. He called it the ""most extensive"" campaign for a Lok Sabha election since Independence. ""PM...held four roadshows and, according to conservative estimates, he directly addressed about 1.5 crore people in these rallies,"" Shah added.",The New Indian Express,http://www.newindianexpress.com/nation/2019/may/18/modis-election-campaign-involved-15-lakh-km-of-air-travel-142-rallies-amit-shah-confirms-1978281.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17324,TIME writer from Pak political family: PM on 'Divider in chief' cover,"After TIME magazine ran a cover story on PM Narendra Modi, terming him 'India's Divider in chief', PM Modi said, ""TIME magazine is foreign, the writer has...said he comes from a Pakistani political family."" ""That's enough for his credibility,"" he added. The article was written by Aatish Taseer, son of Indian journalist Tavleen Singh and late Pakistani politician Salmaan Taseer.",The Quint,https://www.thequint.com/elections/pm-modi-responds-to-time-magazine-divider-in-chief-cover?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17325,Pakistan will be unstoppable in WC if they find momentum: Miandad,"Ex-Pakistan captain Javed Miandad has said Pakistan will be unstoppable in 2019 World Cup if they find early momentum. ""No one gave us a chance to win 1992 World Cup but we were victorious then, and same happened at Champions Trophy in 2017,"" he added. ""Pakistan, despite recent setbacks, is a good side with some excellent players,"" he further said.",CricTracker,https://www.crictracker.com/world-cup-2019-pakistan-will-be-unstoppable-if-they-find-early-momentum-feels-javed-miandad/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17327,I hope to learn Bumrah bhais yorkers: Navdeep Saini,"RCB's 26-year-old fast bowler Navdeep Saini, who will travel with Team India to 2019 World Cup as a net bowler, has said that he wants to learn Jasprit Bumrah's yorkers. ""Bhuvi bhai's swing, Bumrah bhais yorker and the way Shami bhai seams after pitching on the length is just amazing. I hope I'll learn these things...and become better,"" he added.",Hindustan Times,https://www.hindustantimes.com/cricket/icc-world-cup-2019-hope-to-learn-bumrah-bhai-s-yorkers-says-navdeep-saini/story-tbvOfaxxuuAxb8341sCHLM.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17328,Dhoni will be back in yellow next year: CSK CEO Kasi Viswanathan,"CSK CEO Kasi Viswanathan has said that he is confident that MS Dhoni will play for the Chennai-based IPL side next year. ""In the last two years, there were talks that he is not batting well, but statistically, he has had two great years. He had a stellar last season, and this time he did even better,"" he added.",CricTracker,https://www.crictracker.com/ipl-csk-ceo-confident-ms-dhoni-will-play-for-the-team-next-season/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17329,Kohli first cricketer to have 100 million followers on social media,"Team India captain Virat Kohli has become the first ever cricketer to have 100 million followers on social media. The 30-year-old has 33.5 million followers on Instagram, 37 million on Facebook and 29.5 million on Twitter. Kohli is the third Indian after Prime Minister Narendra Modi and Priyanka Chopra to have over 100 million followers on social media.",India.com,https://www.india.com/sports/not-ms-dhoni-or-sachin-tendulkar-virat-kohli-becomes-first-ever-cricketer-to-breach-100-million-followers-on-social-media-facebook-twitter-instagram-included-3660703/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17331,CRPF jawan shoots himself dead at Lalu Yadav-Rabri Devi's house,"A 29-year-old CRPF constable, posted at the residence of Bihar's former CMs Lalu Prasad Yadav and Rabri Devi, allegedly committed suicide by shooting himself in the neck on Friday. The jawan's body will be sent to his native place in Karnataka after post-mortem, police said. Reportedly, his colleagues said family issues, work pressure and leave problems could be the reason.",Hindustan Times,https://www.hindustantimes.com/india-news/jawan-at-lalu-rabri-house-shoots-himself/story-8ttJlnxSvjQpduLZ09gKGN.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17332,Will review all Tesla expenses to cut costs: CEO Musk to staff,"Tesla CEO Elon Musk has said he will personally review all of the electric carmaker's expenses in a new cost-cutting plan, Reuters has reported. ""Going forward, all expenses of any kind anywhere in the [world], including parts, salary, travel expenses, rent, literally every payment that leaves our bank account must [be] reviewed,"" Musk wrote in the email to employees.",Reuters,https://in.reuters.com/article/us-tesla-cost-cuts/musk-to-review-all-of-teslas-expenses-in-new-cost-cutting-plan-idINKCN1SM2SS?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17333,Doctors repair baby's spine in womb; 1st keyhole surgery in UK,"In a UK first, doctors have used keyhole surgery to successfully repair the spine of a baby with spina bifida while it was still inside the womb. Sherrie Sharp and her son Jaxson had the operation 27 weeks into the pregnancy. The routine 20-week pregnancy scans showed the baby's spine and spinal cord were not forming correctly.",The Independent,https://www.independent.co.uk/news/health/keyhole-surgery-baby-womb-spine-kings-college-hospital-london-a8917851.html?utm_term=Autofeed&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts#Echobox=1558135178
17334,I would love to be on Bigg Boss: Viral Lucknow poll officer Reena,"PWD officer Reena Dwivedi, who went viral after being photographed at a Lucknow polling station with an EVM, said she'd love to be on Bigg Boss' Season 13 if she gets a chance. ""My family is supportive and happy that I'm getting recognition,"" Reena said. She said she loves dressing up and there's no harm in being well turned out.",Times Now,https://www.timesnownews.com/the-buzz/article/reena-dwivedi-the-poll-officer-in-yellow-saree-wants-to-be-a-contestant-in-bigg-boss/420005?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17336,"Sex cult head, held in 2018, had meetings with naked women: Witness","The founder of an alleged US sex cult, who was arrested last year, held meetings in which female ""slaves"" gathered naked around him while he lectured them on philosophy, one of the women testified at his trial. When 58-year-old Keith Raniere was unable to attend the meetings in person, the women would take naked photos and text it to him.",Reuters,https://in.reuters.com/article/usa-crime-cult/former-slave-in-new-york-sex-cult-says-founder-ordered-naked-meetings-idINKCN1SN1DP?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17338,Aramco to supply extra 2 mn barrels a month to Indian Oil from July,Saudi Aramco will supply Indian Oil an extra 2 million barrels of crude every month during July-December (1.6 million tonnes in total). Indian Oil has a term deal to buy 5.6 million tonnes from Aramco in 2019-20 and an option to buy additional 2 million tonnes. India is looking to make up for loss of Iranian oil after US sanctions.,Reuters,https://in.reuters.com/article/indian-oil-corpn-results/saudi-aramco-to-supply-extra-2-million-barrels-a-month-to-indian-oil-from-july-idINKCN1SN1G7?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17339,Shatrughan must respect Cong like Rahul respects him: Cong leader,"Accusing Congress' Shatrughan Sinha of not following ""party dharm"", Congress' Lucknow candidate Acharya Pramod Krishnam has said, ""It's the large-heartedness of Rahul Gandhi that he gave respect to Shatrughan Sinha but Shatrughan should also give respect to the party."" Acharya has previously criticised Shatrughan for campaigning for his wife Poonam, who is the SP's Lucknow candidate.",Twitter,https://twitter.com/ANI/status/1129543752589037568?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17340,NYAY scheme will re-monetise what PM Modi demonetised: Rahul,"Congress President Rahul Gandhi on Friday said that NYAY scheme (Nyuntam Aay Yojana) is ""going to re-monetise what Prime Minister Narendra Modi demonetised"". ""PM Modi sucked the money out of the economy (through)...demonetisation, Gabbar Singh Tax,"" he added. ""The most anti-national thing you can do is destroy the economy and PM Modi has done it,"" Gandhi further said.",The Quint,https://www.thequint.com/elections/rahul-gandhi-interview-nyay-scheme-indian-economy?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17341,"Chandrababu Naidu meets Kejriwal, Sisodia in Delhi","Andhra Pradesh CM N Chandrababu Naidu met Delhi CM Arvind Kejriwal, Deputy CM Manish Sisodia and senior AAP leader Sanjay Singh at Kejriwal's residence in Delhi on Friday. The AAP termed it a ""courtesy visit"". According to reports, the leaders discussed the roles their parties would play in government formation after the Lok Sabha results are declared.",ANI,https://www.aninews.in/news/national/politics/chandrababu-naidu-meets-arvind-kejriwal-in-delhi20190517225247/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17342,HP spinoff to buy supercomputer maker Cray for $1.3 billion,"Hewlett Packard Enterprise (HPE) has agreed to buy supercomputer manufacturer Cray for about $1.30 billion. HPE said Cray investors will get $35 a share in cash, a premium of over 17% to Cray's Thursday closing price of $29.81. It added it expects to incur one-time integration costs that will be absorbed within its fiscal year 2020 free cash flow outlook.",Reuters,https://in.reuters.com/article/cray-m-a-hpe/hewlett-packard-enterprise-to-buy-supercomputer-maker-cray-in-1-30-billion-deal-idINKCN1SN1CR?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17343,'Modi lahar' has turned into 'Modi qahar': Shatrughan Sinha,"Talking about PM Narendra Modi, Congress leader Shatrughan Sinha on Friday said that ""Modi lahar (wave)"" in India has turned into ""Modi qahar (havoc)"". Sinha further said that he didn't speak against PM Modi but against his policies. Sinha, who quit BJP in April, added that he spoke against policies of NDA government even when he was part of BJP.",ANI,https://www.aninews.in/news/national/politics/modi-lahar-has-turned-into-modi-qahar-shatrughan-sinha20190517193721/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17344,Nestle in talks to sell skin health unit for $10 billion,"Nestle has entered exclusive talks to sell its skin health business for $10.1 billion to a consortium led by EQT Partners, a unit of the Abu Dhabi Investment Authority and PSP Investments. The move comes as the food group shifts its portfolio in response to changing consumer demands. Nestle put the skin health unit up for sale last September.",Reuters,https://in.reuters.com/article/nestle-m-a-skin/nestle-makeover-advances-with-10-billion-sale-of-skin-health-unit-idINKCN1SM0E0?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17345,"20-yr-old woman gives birth to baby, did not know she was pregnant","A 20-year-old woman in Scotland gave birth to a healthy baby girl despite not knowing that she was pregnant. Stacey Porter delivered her daughter on her bathroom floor without any assistance or pain relief, while her partner David was sleeping downstairs. Stacey revealed that she had gone to the toilet with stomach cramps not knowing she would give birth.",Facebook,https://www.facebook.com/stacey.porter.1447/posts/825513361180963?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17346,Filmfare Editor criticised for 'mocking' Hina's Cannes appearance,"Filmfare Editor Jitesh Pillai has apologised to Hina Khan after being criticised for his ""Cannes has suddenly become Chandivali studios kya"" remark on the TV actress' Cannes appearance. Pillai said that his comments were ""grossly misconstrued"". Many TV fraternity members accused Jitesh for ""looking down upon"" Hina, with actress Divyanka Tripathi writing, ""They can't imagine journey TV people go through"".",India.com,https://www.india.com/buzz/hina-khans-lavender-look-from-cannes-2019-is-about-letting-simplicity-shine-with-stardom-3660821/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17347,Mumbai's Chitra Cinema shuts down after 70 yrs over poor business,"Dadar's Chitra Cinema, one of Mumbai's first AC theatres, shut down after seven decades following its last screening of 'Student of the Year 2' on Thursday. ""We used to get 10-15% business but spend a lot on maintenance. Thought people will come for last show but it didn't happen,"" third-generation owner Dara Mehta said on the 550-seater theatre.",ANI,https://twitter.com/ANI/status/1129413883175661575?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17348,Will decide on PM's post after poll results are out: Rahul Gandhi,"Congress President Rahul Gandhi on Friday said that a decision on the prime ministerial post of a non-BJP government at the Centre would be taken after the Lok Sabha election results are out on May 23. ""I don't want to prejudge the judgment of Indian people. We will take the decision on the basis of what people decide,"" he added.",ANI,https://www.aninews.in/news/national/politics/will-decide-on-pms-post-after-results-are-out-on-may-23-rahul-gandhi20190517173129/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17349,PM Modi shedding crocodile tears over Pragya's remark: Digvijaya,"Congress leader Digvijaya Singh has accused PM Narendra Modi of shedding crocodile tears over Pragya Singh Thakur's statement that Nathuram Godse, who killed Mahatma Gandhi was a ""patriot"". ""PM Modi's the one who had made Pragya the party's Lok Sabha candidate from Bhopal. The PM's crocodile tears won't work. He must take away her candidature and voting right,"" he added.",ANI,https://www.aninews.in/news/national/politics/pm-modi-is-shedding-crocodile-tears-over-pragyas-godse-remark-digvijaya-singh20190517213636/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17351,We used to jokingly call Dhoni a terrorist: Bihar teammate Satya,"MS Dhoni's close friend and ex-Bihar teammate Satya Prakash has revealed they used to jokingly call the ex-India captain 'atankwadi' (terrorist). ""He used to hit 40-50 runs in 20 balls. But he became a saint when he played for India and changed his approach. He's a good learner,"" he added. ""We friends never really gauged his potential,"" he further said.",The New Indian Express,http://www.newindianexpress.com/sport/cricket/2019/may/17/we-used-to-call-dhoni-a-terrorist-says-mahis-bihar-teammate-satya-prakash-1978140.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17352,WhatsApp may no longer allow downloading profile pics of users,"WhatsApp has removed the possibility to save profile pictures of individuals in latest Android beta updates and WhatsApp Business beta for iOS, WABetaInfo reported. The beta version does not show the profile sharing button, among other sharing options such as Facebook, Instagram, and other apps. However, the feature reportedly does not block users from taking screenshots of the profile picture.",Financial Express,https://www.financialexpress.com/industry/technology/whatsapp-alert-profile-pictures-can-no-longer-be-saved-to-phone/1580864/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17353,"JNU student commits suicide, had emailed suicide note to professor","A JNU student on Friday committed suicide by hanging himself from a ceiling fan in a study room at the university, police said. Rishi Joshua, a second year MA student, emailed a suicide note to his English professor before hanging himself, they added. The deceased was undergoing some treatment, as per preliminary enquiry, police further said.",Hindustan Times,https://www.hindustantimes.com/india-news/jnu-student-found-hanging-in-room-emailed-suicide-note-to-professor-report/story-QXUQSJlmldyJM8EHXVS2NN.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17354,Congress leader Reshma Padeknur found dead near river in K'taka,"Karnataka Congress leader Reshma Padeknur was found dead near the Krishna river in Vijayapura on Friday. Padeknur was last seen with All India Majlis-e-Ittehadul Muslimeen (AIMIM) party leader Toufik in his car on Thursday. Police said that Padeknur's husband has blamed Toufik, alleging that they had a property dispute.",The News Minute,https://www.thenewsminute.com/article/karnataka-congress-leader-found-dead-banks-river-krishna-vijayapura-101958?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
